Wall time,Step,Value
1481346004.848205,25321,3.0
1481346020.037195,29209,0.0
1481346181.33048,66557,1.0
1481346196.365798,70041,2.0
1481346312.396754,96721,5.0
1481346317.123829,97880,5.0
1481346352.53462,106133,1.0
1481346614.038532,166455,2.0
1481346754.953513,198641,1.0
1481346775.149239,203400,5.0
1481346981.22852,250356,0.0
1481347092.043369,275931,6.0
1481347228.00799,306904,1.0
1481347615.518991,395658,4.0
1481347741.01093,424655,2.0
1481347922.553173,466108,2.0
1481348188.972514,524562,1.0
1481348480.983362,588488,1.0
1481348667.303205,629181,2.0
1481348677.398995,631336,2.0
1481348732.819522,643260,0.0
1481348858.647932,670815,2.0
1481349059.940704,714543,0.0
1481349221.067386,749615,3.0
1481349236.586794,753070,1.0
1481349261.290666,758508,0.0
1481349422.274561,793756,0.0
1481349633.64332,839643,0.0
1481349648.764405,842954,0.0
1481350001.670973,919993,0.0
1481350132.202683,948553,1.0
1481350172.347736,957348,0.0
1481350308.026165,986467,1.0
1481350343.171488,994122,1.0
1481350358.252719,997473,2.0
1481350433.753343,1013961,0.0
1481350448.890045,1017150,1.0
1481350579.662459,1045652,0.0
1481350972.06286,1131466,1.0
1481351138.223689,1167690,2.0
1481351208.664601,1183043,2.0
1481351289.18104,1200543,3.0
1481351384.753787,1221194,1.0
1481351600.880583,1268098,1.0
1481351988.019103,1352402,1.0
1481352013.106264,1357905,7.0
1481352103.575468,1377943,3.0
1481352173.773608,1393192,2.0
1481352249.356934,1409667,3.0
1481352335.058131,1428185,4.0
1481352476.214943,1458763,0.0
1481352823.467049,1534330,0.0
1481353029.793692,1579056,2.0
1481353055.260507,1584728,4.0
1481353936.309804,1775446,1.0
1481354047.36696,1799384,1.0
1481354062.481225,1802617,1.0
1481354158.07011,1823635,5.0
1481354239.282678,1841226,0.0
1481354455.764918,1888214,0.0
1481354556.407975,1909983,0.0
1481354666.546866,1934138,5.0
1481354742.008929,1950474,0.0
1481354868.147366,1977894,0.0
1481354883.08299,1981063,1.0
1481354953.728661,1996330,2.0
1481355013.920891,2009520,3.0
1481355028.977155,2012622,0.0
1481355291.073287,2069735,4.0
1481355341.438315,2080575,1.0
1481355396.718325,2092592,0.0
1481355648.268304,2146940,4.0
1481355678.481785,2153733,0.0
1481355864.987783,2193853,2.0
1481356091.402315,2242853,1.0
1481356524.229821,2337601,3.0
1481357429.428045,2532889,1.0
1481357535.013571,2555542,6.0
1481357972.601144,2650293,1.0
1481358063.094198,2669339,1.0
1481358314.308023,2723577,8.0
1481358515.357571,2766805,2.0
1481358606.017003,2786295,2.0
1481358706.617619,2808120,3.0
1481358928.085814,2855493,4.0
1481358938.099504,2857934,3.0
1481358953.225209,2861099,0.0
1481358978.604392,2866693,3.0
