Wall time,Step,Value
1481345901.619763,21260,0.31469324231147766
1481345916.658416,23879,0.3475790023803711
1481346077.854942,54204,0.4129434823989868
1481346092.836725,56966,0.43606114387512207
1481346208.281755,78737,0.38554275035858154
1481346213.262396,79688,0.45269548892974854
1481346248.394986,86226,0.44666773080825806
1481346509.407635,135272,0.45280176401138306
1481346650.098207,161550,0.5623616576194763
1481346670.171979,165242,0.6541702747344971
1481346875.762796,203335,0.7019644975662231
1481346986.298217,223685,0.5926957726478577
1481347121.849209,248707,0.6525045037269592
1481347508.472892,319100,0.5923458933830261
1481347633.931229,342053,0.6808397769927979
1481347814.773093,374966,0.7240483164787292
1481348081.157506,421717,0.7247315049171448
1481348372.156827,472558,0.7722936868667603
1481348557.847421,504767,0.8082970976829529
1481348567.882428,506489,1.0493592023849487
1481348623.13121,516199,0.8202788829803467
1481348748.728013,537984,0.9786708354949951
1481348949.168753,572823,0.9875492453575134
1481349109.787146,600576,1.0766115188598633
1481349124.7995,603392,0.9473007321357727
1481349149.902901,607573,1.0304009914398193
1481349310.799907,635492,1.1202045679092407
1481349521.803855,671858,0.8957798480987549
1481349536.801841,674446,1.080216407775879
1481349888.398681,735312,1.0401238203048706
1481350018.711584,757958,0.8024179935455322
1481350058.91566,764807,0.7849003672599792
1481350194.558058,788153,1.0557035207748413
1481350229.78739,794029,0.9372400045394897
1481350244.863673,796662,1.0008784532546997
1481350320.05851,809779,0.8099504709243774
1481350335.23802,812331,0.78852379322052
1481350465.662092,832753,1.089264154434204
1481350857.378511,894662,1.071930170059204
1481351022.998008,920909,1.0204910039901733
1481351093.060737,931730,0.8144761323928833
1481351173.258279,944527,1.0799859762191772
1481351268.41459,959446,1.0533545017242432
1481351484.368659,993347,0.8561683893203735
1481351870.733287,1051220,1.0498342514038086
1481351895.862752,1055245,1.0106532573699951
1481351986.272613,1068513,0.7516494989395142
1481352056.815228,1079177,0.9176883101463318
1481352132.051728,1090761,0.7327802181243896
1481352217.342162,1103137,0.7724023461341858
1481352357.91412,1124403,1.0358083248138428
1481352704.598704,1175871,1.2159271240234375
1481352910.489412,1207523,1.217603325843811
1481352935.53609,1211335,0.9119625687599182
1481353813.790218,1358750,1.1679285764694214
1481353924.030006,1377371,1.0828704833984375
1481353939.122757,1379974,1.1784189939498901
1481354034.725677,1396076,1.068814992904663
1481354114.768777,1407886,1.2085974216461182
1481354330.548737,1439622,1.243127465248108
1481354430.916792,1454100,1.182166576385498
1481354541.204394,1470252,1.311797857284546
1481354616.561421,1481545,1.2981420755386353
1481354741.99296,1500155,1.2240577936172485
1481354757.137815,1502256,1.299909234046936
1481354827.443288,1512804,1.3884663581848145
1481354887.647717,1521755,1.0878705978393555
1481354902.679915,1524063,1.2361773252487183
1481355163.493849,1562563,1.1771039962768555
1481355213.860842,1569914,1.3730584383010864
1481355268.897077,1577989,1.3458635807037354
