Wall time,Step,Value
1481284068.939765,25748,0.0
1481284083.998102,29776,0.0
1481284244.729623,67087,1.0
1481284259.7247,70750,2.0
1481284375.42712,97370,5.0
1481284380.21421,98322,2.0
1481284677.165075,166207,0.0
1481284818.151111,198158,2.0
1481284838.094293,202553,2.0
1481285044.013804,249268,0.0
1481285290.138301,304641,3.0
1481285802.550271,419747,3.0
1481285983.34704,460271,1.0
1481286541.03672,584500,3.0
1481286727.126889,625605,1.0
1481286737.111754,627942,1.0
1481286792.355129,640002,2.0
1481286917.935925,667463,0.0
1481287118.897726,711901,0.0
1481287279.607151,747513,0.0
1481287294.65842,750823,2.0
1481287319.86004,756391,5.0
1481287707.277322,841989,0.0
1481288189.940557,946402,0.0
1481288230.227713,954861,1.0
1481288366.049929,984639,1.0
1481288401.421353,992297,1.0
1481288506.967428,1015314,0.0
1481288637.373883,1044048,1.0
1481289029.333601,1129795,1.0
1481289195.375289,1166132,3.0
1481289441.939727,1220347,3.0
1481289657.873489,1267807,2.0
1481290044.898554,1352518,2.0
1481290069.752349,1357783,3.0
1481290230.514161,1393260,0.0
1481290391.26658,1428430,0.0
1481290531.989504,1459082,2.0
1481290878.64949,1534306,2.0
1481291085.025369,1578595,2.0
1481291110.184633,1584403,1.0
1481292100.370485,1799593,0.0
1481292211.083741,1823554,2.0
1481292291.665919,1841130,1.0
1481292507.987699,1887990,1.0
1481292608.358126,1909660,1.0
1481292719.034719,1933487,3.0
1481292919.925983,1976486,5.0
1481292935.040899,1979750,2.0
1481293065.455419,2007382,1.0
1481293080.515918,2010563,1.0
1481293341.778065,2065533,0.0
1481293392.282253,2076182,2.0
1481293447.404547,2087760,3.0
1481293698.73891,2140149,2.0
1481294140.703234,2230874,4.0
1481294572.773987,2317652,5.0
1481295476.910488,2501963,3.0
1481295582.428335,2523425,1.0
1481296019.41554,2611800,2.0
1481296109.953223,2630039,4.0
1481296360.697939,2680519,2.0
1481296561.994334,2720923,2.0
1481296652.333945,2739140,0.0
1481296752.710877,2759428,4.0
1481296973.652586,2803540,3.0
1481296998.761908,2808578,1.0
1481297119.047856,2832370,4.0
1481297279.69872,2864261,3.0
1481297726.795819,2952949,5.0
1481298224.319762,3052636,0.0
1481298359.888478,3080186,2.0
1481298415.041897,3091140,1.0
1481298641.027982,3136779,4.0
1481299198.960951,3249278,0.0
1481299902.882719,3390631,2.0
1481300415.666352,3493448,1.0
1481300566.527764,3523944,3.0
1481300636.613482,3538040,0.0
1481300641.646307,3539071,2.0
1481300701.966773,3551114,0.0
1481300867.458506,3584318,2.0
1481301510.600521,3712877,2.0
1481302148.538092,3839889,2.0
1481302771.282946,3962321,4.0
1481302776.335489,3963319,6.0
1481302816.636968,3971195,4.0
1481302897.194242,3986927,5.0
1481303294.236405,4063627,4.0
1481303334.636058,4071491,3.0
1481303369.805369,4078047,2.0
1481303394.883437,4082835,3.0
1481303912.153783,4186343,1.0
1481304057.92864,4215287,3.0
1481304163.487187,4236296,6.0
1481304615.655064,4321550,3.0
1481305093.237493,4416675,3.0
1481305128.284045,4423668,1.0
1481305294.106502,4456390,0.0
1481305445.095025,4486485,3.0
1481306223.60701,4639464,2.0
1481306303.831028,4655692,2.0
1481306419.311253,4678978,5.0
1481306685.958296,4732790,2.0
1481306917.31406,4779367,6.0
1481307278.696706,4852176,0.0
1481307529.917952,4902681,2.0
1481307605.445075,4917779,7.0
1481307761.417762,4949283,6.0
1481308449.543706,5087621,0.0
1481308504.848088,5098748,2.0
1481308796.126129,5157143,4.0
1481309157.916187,5229734,3.0
1481309353.768061,5269141,1.0
1481309363.797498,5271147,2.0
1481309373.820037,5273136,3.0
1481309419.018866,5282291,5.0
1481309579.873999,5314626,8.0
1481309650.11347,5328643,3.0
1481309685.188787,5335706,2.0
1481309820.936176,5363053,1.0
1481309840.943092,5367101,1.0
1481309906.181329,5380285,2.0
1481310277.646423,5451113,3.0
1481310825.490681,5553131,5.0
1481311036.641773,5592202,4.0
1481311373.600355,5654564,4.0
1481311609.31946,5698467,5.0
1481311679.759191,5711619,3.0
1481311714.843423,5718411,3.0
1481311835.265844,5740996,0.0
1481312081.327194,5786911,0.0
1481312503.48734,5868358,0.0
1481312533.598518,5874314,1.0
1481312970.89351,5962042,5.0
1481313005.84504,5969164,6.0
1481313794.297055,6127349,4.0
1481314558.529712,6280468,1.0
1481314588.708008,6286587,2.0
1481314679.171751,6304710,7.0
1481314719.176376,6312661,4.0
1481315140.821038,6397329,5.0
1481315161.026481,6401398,12.0
1481315738.998899,6516843,2.0
1481315779.097891,6524532,8.0
1481315784.057794,6525577,0.0
1481315864.477266,6541654,2.0
1481316759.05267,6721238,3.0
1481318508.507692,7072262,2.0
1481318980.837623,7166894,4.0
1481319181.911888,7206994,2.0
