Wall time,Step,Value
1481346016.411212,22452,3.0
1481346031.996492,25239,0.0
1481346192.888187,57144,1.0
1481346207.988181,60187,0.0
1481346323.429354,83061,2.0
1481346328.431708,84056,1.0
1481346363.589952,90972,4.0
1481346625.107797,139494,3.0
1481346766.120333,167097,0.0
1481346786.186081,171006,1.0
1481346992.047043,211548,2.0
1481347102.873908,233135,0.0
1481347238.751179,259979,1.0
1481347626.736376,332772,0.0
1481347751.971277,357351,0.0
1481347933.314352,392875,4.0
1481348199.681748,444243,3.0
1481348491.346691,500910,0.0
1481348678.424547,537030,1.0
1481348687.404581,537892,1.0
1481348742.678322,544073,0.0
1481348868.450268,567412,7.0
1481349069.692294,606339,0.0
1481349230.554302,637359,2.0
1481349246.090907,640242,0.0
1481349271.122802,645170,3.0
1481349431.915813,676103,0.0
1481349643.035729,716970,3.0
1481349658.110367,719874,1.0
1481350009.626455,784856,2.0
1481350140.482647,809210,1.0
1481350180.849942,816782,4.0
1481350316.751464,842006,1.0
1481350351.789737,848565,2.0
1481350367.014846,851409,0.0
1481350442.559547,865552,1.0
1481350457.232914,868450,2.0
1481350588.386564,893285,5.0
1481350980.619207,967868,1.0
1481351146.614436,994417,2.0
1481351216.539148,1007870,3.0
1481351297.14295,1022791,0.0
1481351392.874579,1034993,7.0
1481351609.168499,1075873,1.0
1481351996.170036,1147943,1.0
1481352021.290252,1150198,0.0
1481352112.065444,1163574,4.0
1481352182.450392,1177112,1.0
1481352257.870184,1191428,3.0
1481352343.56344,1207776,0.0
1481352484.69444,1234645,3.0
1481352831.741624,1300781,2.0
1481353038.218667,1340221,2.0
1481353063.314403,1345023,2.0
1481353943.030289,1507557,3.0
1481354053.902421,1528543,0.0
1481354069.002771,1531591,1.0
1481354165.067812,1549865,1.0
1481354245.527363,1565265,2.0
1481354462.046358,1602878,3.0
1481354562.451678,1621861,3.0
1481354673.044033,1643113,1.0
1481354748.522962,1657319,3.0
1481354874.615509,1681135,3.0
1481354890.05485,1684129,2.0
1481354959.970826,1697373,2.0
1481355020.32789,1708720,1.0
1481355035.366385,1711726,0.0
1481355296.787176,1761259,2.0
1481355347.162995,1770788,3.0
1481355402.604119,1781116,1.0
1481355653.651302,1824575,1.0
1481355683.739531,1829550,3.0
1481355869.993702,1864366,3.0
1481356096.202418,1907055,1.0
1481356528.19553,1988782,3.0
1481357433.099246,2156009,1.0
1481357538.70688,2172869,2.0
1481357975.983025,2254453,0.0
1481358066.411117,2271354,4.0
1481358317.479602,2317808,3.0
1481358518.50648,2355294,4.0
