Wall time,Step,Value
1481346004.848205,25321,0.5866102576255798
1481346020.037195,29209,0.5856186151504517
1481346181.33048,66557,0.7165316939353943
1481346196.365798,70041,0.7306150794029236
1481346312.396754,96721,0.8261340260505676
1481346317.123829,97880,0.8261340260505676
1481346352.53462,106133,0.7936689853668213
1481346614.038532,166455,0.9152818322181702
1481346754.953513,198641,0.9096949696540833
1481346775.149239,203400,1.0221483707427979
1481346981.22852,250356,0.9310483336448669
1481347092.043369,275931,1.0703625679016113
1481347228.00799,306904,0.9778788685798645
1481347615.518991,395658,1.1569710969924927
1481347741.01093,424655,1.020554780960083
1481347922.553173,466108,1.1217155456542969
1481348188.972514,524562,1.1346272230148315
1481348480.983362,588488,1.123541235923767
1481348667.303205,629181,1.3108919858932495
1481348677.398995,631336,1.3174800872802734
1481348732.819522,643260,1.0845221281051636
1481348858.647932,670815,1.275347113609314
1481349059.940704,714543,1.049643635749817
1481349221.067386,749615,1.0632327795028687
1481349236.586794,753070,1.130676507949829
1481349261.290666,758508,1.082504153251648
1481349422.274561,793756,1.1126534938812256
1481349633.64332,839643,1.0642831325531006
1481349648.764405,842954,1.060648798942566
1481350001.670973,919993,0.9769425392150879
1481350132.202683,948553,1.1071809530258179
1481350172.347736,957348,1.0129015445709229
1481350308.026165,986467,0.9618149995803833
1481350343.171488,994122,0.9564976692199707
1481350358.252719,997473,1.2111949920654297
1481350433.753343,1013961,1.074753761291504
1481350448.890045,1017150,1.2475812435150146
1481350579.662459,1045652,1.1099454164505005
1481350972.06286,1131466,1.0641942024230957
1481351138.223689,1167690,1.2546738386154175
1481351208.664601,1183043,1.1884084939956665
1481351289.18104,1200543,1.28713059425354
1481351384.753787,1221194,1.2207878828048706
1481351600.880583,1268098,1.231425404548645
1481351988.019103,1352402,1.1620920896530151
1481352013.106264,1357905,1.2099251747131348
1481352103.575468,1377943,1.3017127513885498
1481352173.773608,1393192,1.3698111772537231
1481352249.356934,1409667,1.3487225770950317
1481352335.058131,1428185,1.2844030857086182
1481352476.214943,1458763,1.0404287576675415
1481352823.467049,1534330,1.0356431007385254
1481353029.793692,1579056,0.922599196434021
1481353055.260507,1584728,1.1038116216659546
1481353936.309804,1775446,1.0968303680419922
1481354047.36696,1799384,1.1602280139923096
1481354062.481225,1802617,1.0937719345092773
1481354158.07011,1823635,1.0986428260803223
1481354239.282678,1841226,0.9775151014328003
1481354455.764918,1888214,0.9705847501754761
1481354556.407975,1909983,0.9575923085212708
1481354666.546866,1934138,1.0943050384521484
1481354742.008929,1950474,0.9500687718391418
1481354868.147366,1977894,0.961379885673523
1481354883.08299,1981063,0.9832412004470825
1481354953.728661,1996330,1.0309637784957886
1481355013.920891,2009520,1.105027437210083
1481355028.977155,2012622,0.963641881942749
1481355291.073287,2069735,1.2318603992462158
1481355341.438315,2080575,1.0269827842712402
1481355396.718325,2092592,0.9749034643173218
1481355648.268304,2146940,1.195647954940796
1481355678.481785,2153733,1.0785166025161743
1481355864.987783,2193853,1.3124748468399048
1481356091.402315,2242853,1.254212737083435
1481356524.229821,2337601,1.18989098072052
1481357429.428045,2532889,1.099026083946228
1481357535.013571,2555542,1.3059865236282349
1481357972.601144,2650293,1.3620727062225342
1481358063.094198,2669339,1.3043566942214966
1481358314.308023,2723577,1.4775240421295166
1481358515.357571,2766805,1.4262077808380127
1481358606.017003,2786295,1.3577814102172852
1481358706.617619,2808120,1.3316744565963745
1481358928.085814,2855493,1.3276264667510986
1481358938.099504,2857934,1.2520699501037598
1481358953.225209,2861099,0.9753267765045166
1481358978.604392,2866693,1.2695519924163818
1481359074.508047,2887220,1.252377986907959
1481359235.361019,2921545,1.1783639192581177
1481359431.626375,2963772,1.3740733861923218
1481359683.516562,3018134,1.366989016532898
1481359965.185257,3078769,1.4158648252487183
1481360181.712723,3124879,1.332520604133606
1481360317.392665,3154014,1.4532021284103394
1481360372.553184,3165773,1.3502717018127441
1481360598.622193,3213970,1.4385522603988647
1481360855.253908,3268640,1.4992263317108154
1481361157.246408,3333824,1.5620216131210327
1481361257.861825,3355505,1.3645890951156616
1481361504.269768,3407960,1.5127638578414917
1481361664.855898,3442174,1.717775583267212
1481361860.675045,3484060,1.6562000513076782
1481362373.592214,3593372,1.8579661846160889
1481362384.054946,3595397,1.7930570840835571
1481362504.397157,3620915,1.6405335664749146
1481362524.469276,3625350,1.8403849601745605
1481362595.046881,3640342,1.9384123086929321
1481362600.15294,3641447,1.8795974254608154
1481362660.299965,3654102,1.910195231437683
1481362826.293627,3689328,1.7762913703918457
1481363168.554592,3762231,1.8222615718841553
1481363304.467958,3791741,1.6648105382919312
1481363470.061238,3827822,1.7105202674865723
1481363867.074811,3912038,1.7375603914260864
1481364068.517157,3954606,1.692752480506897
1481364108.706052,3963209,1.5573842525482178
1481364335.375909,4011661,1.6418439149856567
1481364712.992679,4092338,1.5854488611221313
1481364733.163156,4096363,1.571852684020996
1481364738.178884,4097470,1.6187293529510498
1481364778.329543,4106014,1.690927505493164
1481364858.591572,4123078,1.4869612455368042
1481364863.604123,4124223,1.6313095092773438
1481365255.476563,4207213,2.1012942790985107
1481365295.735417,4215767,2.30440092086792
1481365331.056847,4223074,2.0831451416015625
1481365355.985162,4228399,2.054351806640625
1481365873.941036,4339761,1.9863040447235107
1481366019.902746,4371014,1.9630918502807617
1481366125.512661,4393466,1.6907455921173096
1481366577.779351,4488883,1.8995740413665771
1481366839.337541,4544780,1.8152995109558105
1481367055.397458,4590114,1.9773579835891724
1481367090.763896,4597700,1.922238826751709
1481367256.624118,4632468,1.8307092189788818
1481367407.287884,4664459,1.7443287372589111
1481367427.382272,4668665,1.839026927947998
1481368186.781246,4829533,2.0086731910705566
1481368267.662248,4847338,1.8328150510787964
1481368383.317813,4872458,1.9838746786117554
1481368494.068711,4896477,1.9150351285934448
1481368649.942208,4929433,1.9399654865264893
1481368881.307564,4978115,1.7708301544189453
1481369167.925746,5038375,2.0301780700683594
1481369243.448517,5054443,1.9642910957336426
1481369379.045201,5083081,1.9676109552383423
1481369494.714755,5107404,1.824015498161316
1481369570.510633,5123294,1.8743480443954468
1481369726.129687,5156006,1.8231544494628906
1481369881.975572,5188746,1.5871576070785522
1481369962.61169,5205631,1.5781234502792358
1481370415.29882,5300773,1.7947924137115479
1481370470.532018,5312235,1.7863036394119263
1481370762.252422,5373477,1.9151530265808105
1481371124.105304,5452278,1.7007757425308228
1481371204.561552,5469417,1.8761426210403442
1481371319.935168,5493478,1.7531489133834839
1481371330.079868,5495764,1.7524970769882202
1481371340.028509,5497691,1.550167441368103
1481371385.180765,5507054,1.6091331243515015
1481371546.2089,5540829,1.5535029172897339
1481371616.546213,5555672,1.530010461807251
1481371651.791921,5563172,1.6751002073287964
1481371787.287974,5591323,1.7529218196868896
1481371807.345995,5596001,1.47022545337677
1481371872.786526,5609428,1.677018404006958
1481372063.945094,5649426,1.5992294549942017
1481372245.062422,5687573,1.53043794631958
1481372794.283588,5802210,1.7514569759368896
1481373005.647658,5846484,1.7492979764938354
1481373010.662404,5847701,1.7498130798339844
1481373186.582277,5884175,1.6273750066757202
1481373342.644076,5916800,1.7412450313568115
1481373483.458267,5947155,1.7175426483154297
1481373543.797728,5960356,1.849293828010559
1481373578.985556,5968077,1.724975347518921
1481373649.269786,5983380,1.866201639175415
1481373684.294864,5991054,1.6489007472991943
1481373804.880578,6016720,1.5128836631774902
1481373875.554649,6031492,1.45445716381073
1481373936.000095,6044075,1.5713883638381958
1481374051.421613,6068489,1.6543049812316895
1481374076.561054,6073527,1.6475646495819092
1481374287.667146,6117873,1.7311958074569702
1481374473.342962,6156160,1.5387178659439087
1481374503.529302,6162538,1.837668776512146
1481374940.862285,6253937,1.533790111541748
1481374976.327744,6261343,1.5844522714614868
1481375257.670907,6320031,1.6055463552474976
1481375514.259543,6373482,1.352355718612671
1481375765.345558,6426147,1.4225502014160156
1481376529.86878,6588628,1.467370867729187
1481376559.927532,6595050,1.4451797008514404
1481376650.896857,6613941,1.3297131061553955
1481376691.094287,6622380,1.2329384088516235
1481377018.470707,6691025,1.5635879039764404
1481377048.581395,6697198,1.2854992151260376
1481377063.727216,6700428,1.3567802906036377
1481377114.147654,6710924,1.373023509979248
1481377134.306505,6714986,1.313897728919983
1481377144.356662,6717188,1.482852578163147
1481377169.424027,6722296,1.5887060165405273
1481377712.97349,6835634,1.4045699834823608
1481377753.217093,6844032,1.5546003580093384
1481377758.259142,6845095,1.2519618272781372
1481377839.017119,6861943,1.4885156154632568
1481378608.218168,7024485,1.3554388284683228
1481378734.104779,7052018,1.1395833492279053
1481379251.866159,7163792,1.2129822969436646
1481379699.981286,7257821,0.9809126853942871
1481379946.18822,7309573,1.1774758100509644
1481380484.87008,7422686,1.3847326040267944
1481380656.347938,7458777,1.4232536554336548
1481380897.737273,7509908,1.2356419563293457
1481380917.847802,7514297,1.130670189857483
1481380958.393466,7522867,1.3640644550323486
1481381158.944655,7565493,1.4683783054351807
1481381169.000604,7567744,1.3268001079559326
