Wall time,Step,Value
1481345660.537882,27371,0.6912452578544617
1481345675.64364,31411,0.7308655977249146
1481345836.929034,72831,0.8731829524040222
1481345852.117963,76433,0.8796587586402893
1481345968.085998,106446,0.8736273050308228
1481345973.160916,107583,1.034360408782959
1481346008.46939,116457,0.9022917747497559
1481346270.414731,183361,1.1431884765625
1481346411.287013,219088,1.1009047031402588
1481346431.47288,224085,1.2083790302276611
1481346637.987263,276410,1.2342129945755005
1481346748.76247,304590,1.357953429222107
1481346884.722938,339277,1.4498339891433716
1481347273.264597,438326,1.4607402086257935
1481347399.439911,470206,1.3089178800582886
1481347580.878638,516427,1.4174607992172241
1481347847.702593,584363,1.7012299299240112
1481348139.682175,655254,1.622681736946106
1481348326.04051,699446,1.6200079917907715
1481348336.16367,701828,1.7953662872314453
1481348391.859404,714947,1.6671688556671143
1481348517.515665,744905,1.6752510070800781
1481348719.525732,792796,1.5824480056762695
1481348881.322055,831335,1.5993574857711792
1481348896.41853,834927,1.3522450923919678
1481348921.526843,840834,1.3732887506484985
1481349083.061286,879256,1.4920786619186401
1481349294.564404,929654,1.3227063417434692
1481349309.597247,933404,1.640537142753601
1481349662.000846,1015219,1.5980290174484253
1481349793.091778,1045375,1.5506469011306763
1481349833.254819,1054512,1.5454388856887817
1481349969.634454,1085823,1.622567057609558
1481350005.030852,1093921,1.7288321256637573
1481350019.990886,1097341,1.6999624967575073
1481350095.726864,1114801,1.762123703956604
1481350110.874041,1118701,1.7171000242233276
1481350241.71267,1148447,1.692029595375061
1481350634.305805,1238756,1.3247462511062622
1481350800.230818,1277046,1.4513155221939087
1481350870.852298,1293202,1.6013559103012085
1481350951.34342,1312086,1.3845921754837036
1481351046.936015,1334061,1.6021965742111206
1481351263.310266,1384174,1.7776216268539429
1481351650.598141,1474932,1.889054775238037
1481351675.850709,1480974,1.644364356994629
1481351766.299784,1502601,1.8115315437316895
1481351836.633586,1519356,1.836302638053894
1481351912.298043,1537351,1.6080745458602905
1481351998.20725,1557885,1.730968952178955
1481352139.158947,1589940,1.6886696815490723
1481352486.004542,1668645,1.6464780569076538
1481352692.644006,1714856,1.729320764541626
1481352717.855086,1720494,1.709022045135498
1481353600.078701,1918141,1.9468556642532349
1481353710.445195,1943096,1.7964041233062744
1481353725.460524,1946377,1.7838908433914185
1481353821.273624,1967606,1.8678656816482544
1481353901.708351,1985637,1.922661542892456
1481354118.105279,2034271,1.8827506303787231
1481354218.702262,2056898,1.9513260126113892
1481354329.482252,2081689,1.864024043083191
1481354404.794947,2098657,1.635875940322876
1481354530.77152,2126858,1.6982522010803223
1481354545.792131,2130233,1.7863013744354248
1481354616.172293,2146534,1.7200958728790283
1481354676.573037,2160843,1.7441487312316895
1481354691.761811,2164512,1.7977274656295776
1481354953.473384,2229363,1.7519021034240723
1481355003.842316,2241823,1.7953476905822754
1481355059.285638,2255416,1.722762107849121
1481355310.952825,2316006,1.6930209398269653
1481355341.145249,2323212,1.634971261024475
1481355527.330267,2367109,1.6563934087753296
1481355753.906084,2420486,1.6066285371780396
1481356186.856864,2521804,1.7452706098556519
1481357092.146686,2730993,1.6105408668518066
1481357197.850898,2755724,1.5674118995666504
1481357635.512978,2857616,1.372027039527893
1481357726.327549,2878683,1.5426174402236938
1481357978.328675,2936874,1.4972206354141235
1481358179.35253,2983543,1.5215903520584106
1481358269.71166,3004621,1.422815203666687
1481358370.614743,3028014,1.6033090353012085
1481358592.18738,3079413,1.3042042255401611
1481358602.316709,3081643,1.3645439147949219
1481358617.369813,3085241,1.278536319732666
1481358642.694782,3091051,1.2153816223144531
1481358738.1226,3113246,1.412622094154358
1481358899.547708,3150524,1.3647427558898926
1481359095.970571,3195902,1.2360116243362427
1481359347.464507,3254663,1.2264903783798218
1481359629.470036,3320525,1.462186336517334
1481359846.205708,3370935,1.6031144857406616
1481359982.211116,3403025,1.2733999490737915
1481360037.688895,3416050,1.4503401517868042
1481360264.424481,3469294,1.4958809614181519
1481360521.306745,3530041,1.290471076965332
1481360823.944204,3600534,1.5241400003433228
1481360924.645651,3624191,1.50856614112854
1481361171.086113,3681184,1.4819841384887695
1481361332.064411,3718237,1.493280053138733
1481361528.299054,3763512,1.5527561902999878
1481362042.135803,3883070,1.316866397857666
1481362052.263504,3885590,1.4832864999771118
1481362173.160503,3913645,1.5564372539520264
1481362193.377558,3918333,1.3608440160751343
1481362263.807807,3934775,1.544797420501709
1481362268.811953,3935899,1.503380298614502
1481362329.277232,3950014,1.463988184928894
1481362495.439697,3988577,1.6240986585617065
1481362837.888284,4067622,1.6154603958129883
1481362973.751208,4099172,1.3669430017471313
1481363140.136066,4138243,1.2570148706436157
1481363537.887148,4233567,1.3145581483840942
1481363738.476388,4281006,1.5145416259765625
1481363778.749881,4290703,1.6301097869873047
1481364005.118249,4343878,1.4671666622161865
1481364382.427137,4432974,1.381237506866455
1481364402.690556,4437404,1.5817506313323975
1481364407.725117,4438703,1.8712917566299438
1481364448.018022,4448255,1.5434308052062988
1481364528.780343,4467232,1.6577129364013672
1481364533.765807,4468363,1.7797610759735107
1481364926.150279,4560094,1.979434609413147
1481364966.543161,4569325,1.9900983572006226
1481365001.783985,4577573,1.8405671119689941
1481365026.887981,4583494,1.988714575767517
1481365545.565456,4703529,1.7008122205734253
1481365691.760686,4737234,1.6493529081344604
1481365797.744444,4761813,1.7267825603485107
1481366251.315807,4868221,1.5978134870529175
1481366512.919778,4928654,1.6428885459899902
1481366729.685527,4979469,1.7655282020568848
1481366764.860388,4987735,1.5079271793365479
1481366931.074681,5026494,1.815690279006958
1481367082.116712,5061973,1.566790223121643
1481367102.266455,5066697,2.0242958068847656
1481367862.606479,5242356,1.4770382642745972
1481367943.058745,5261035,1.2852654457092285
1481368058.828529,5286357,1.3446745872497559
1481368169.815851,5311457,1.528417706489563
1481368325.837862,5346916,1.6371963024139404
1481368557.257008,5400251,1.377155065536499
1481368844.240658,5467168,1.5160565376281738
1481368919.678189,5484635,1.4743787050247192
1481369055.474818,5516480,1.5696282386779785
1481369171.111901,5544007,1.3922784328460693
1481369246.815396,5562342,1.6588038206100464
1481369403.061234,5599960,1.756584644317627
1481369559.115256,5637208,1.4674278497695923
1481369639.644181,5656651,1.9155240058898926
1481370092.705415,5761465,1.5306214094161987
1481370148.026291,5774185,1.3317818641662598
1481370439.958215,5841137,1.383480191230774
1481370802.505291,5923854,1.64469313621521
1481370882.806501,5942094,1.574539303779602
1481370998.60847,5968596,1.3148813247680664
1481371008.843016,5970956,1.7244620323181152
1481371018.748742,5973240,1.576294183731079
1481371064.140952,5983454,1.3283315896987915
1481371225.421302,6020464,1.734666347503662
1481371295.850351,6036549,1.391457438468933
1481371331.085311,6044682,1.4593621492385864
1481371467.130992,6075567,1.5101978778839111
1481371487.268325,6080293,1.3930425643920898
1481371552.69232,6095278,1.6160649061203003
1481371744.096585,6139438,1.7197151184082031
1481371925.038625,6180962,1.753861665725708
1481372473.693956,6310309,1.4999749660491943
1481372685.015129,6361170,1.402687668800354
1481372690.016192,6362374,1.274034857749939
1481372866.383114,6404409,1.6989396810531616
1481373022.446466,6441204,1.8466607332229614
1481373163.456412,6473837,1.894946813583374
1481373223.754263,6487675,1.834558129310608
1481373259.030888,6495736,1.524070143699646
1481373329.508413,6512165,1.4220753908157349
1481373364.641704,6520388,1.9272903203964233
1481373485.506688,6548873,1.5449868440628052
1481373556.131731,6565376,1.8753561973571777
1481373616.481968,6578786,1.6413897275924683
1481373732.516813,6605344,1.6754562854766846
1481373758.103823,6611173,1.486322283744812
1481373969.166263,6659335,1.7390844821929932
1481374155.3439,6701893,1.5141239166259766
1481374185.522837,6709082,1.4930729866027832
1481374623.231095,6809457,1.7789874076843262
1481374658.520398,6817461,1.5681957006454468
1481374940.192944,6881445,1.4163451194763184
1481375196.936508,6940231,1.3996883630752563
1481375448.530379,6999025,1.4737249612808228
1481376213.373422,7181516,1.588970422744751
1481376243.57549,7188805,1.516256332397461
1481376334.248618,7210201,1.4697448015213013
1481376374.629649,7219436,1.5229606628417969
1481376701.584885,7295368,1.3460456132888794
1481376731.649732,7302289,1.5856289863586426
1481376746.771283,7305918,1.501192331314087
1481376797.042637,7317551,1.4737850427627563
1481376817.270409,7322153,1.3336024284362793
1481376827.129328,7324517,1.4656200408935547
1481376852.320575,7330147,1.404567837715149
1481377396.16714,7454409,1.370923638343811
1481377436.630577,7463738,1.049851655960083
1481377441.711737,7464943,1.1615450382232666
1481377522.18088,7483395,1.3254026174545288
1481378292.615408,7657197,1.5862177610397339
1481378418.300676,7686052,1.2320009469985962
1481378936.743158,7806822,1.3320292234420776
1481379384.670769,7912979,1.4194369316101074
1481379630.981164,7970145,1.5046526193618774
1481380169.500863,8094510,1.3151650428771973
1481380340.61674,8133223,1.2846814393997192
1481380582.417875,8188025,1.1095973253250122
1481380602.571815,8192584,1.3149075508117676
1481380642.747754,8201880,1.3420567512512207
1481380843.871993,8247419,1.434105634689331
1481380853.733604,8249484,1.3575536012649536
1481380889.189452,8257522,1.1396479606628418
1481380909.518803,8262295,1.426388144493103
1481381140.610233,8314217,1.3117077350616455
1481381206.110163,8329087,1.2527889013290405
1481381221.381394,8332420,1.29165518283844
1481381306.85124,8351851,1.0331894159317017
1481381316.868468,8354340,1.3029574155807495
1481381412.266511,8376208,1.3204255104064941
1481381719.084077,8447773,0.8689663410186768
1481381774.293254,8460972,1.044043779373169
1481381930.412782,8498508,1.0522905588150024
1481381950.671727,8503381,1.1534819602966309
1481381965.72195,8507079,1.209893822669983
1481382494.392221,8630158,1.131788730621338
1481382554.560484,8644116,1.3162627220153809
1481382660.226571,8668499,1.0088764429092407
1481382675.344995,8671587,1.4023438692092896
1481382710.54431,8679801,1.1429651975631714
1481382886.603501,8720265,1.4673181772232056
1481383540.830641,8868902,1.0941976308822632
1481383692.093214,8902957,1.0067393779754639
1481383782.570776,8923353,1.0684192180633545
1481383953.7181,8962774,1.1673188209533691
1481384074.445467,8990022,1.3418771028518677
1481384144.714649,9005723,1.0227314233779907
1481384416.81555,9068209,1.1232810020446777
1481384925.110457,9188602,1.3987281322479248
1481385036.033608,9215321,1.0368902683258057
1481385458.601812,9311929,1.2661123275756836
1481385493.791765,9319993,1.2619003057479858
1481385519.055772,9325995,1.4147117137908936
1481386007.548454,9437150,1.5117508172988892
1481386671.858442,9587534,1.2941298484802246
1481386697.057128,9593448,1.3141297101974487
1481386928.520255,9645685,0.9499503970146179
1481387235.640602,9715849,1.1021898984909058
1481387547.596677,9787328,1.1547120809555054
1481387597.727768,9798721,1.2465715408325195
